,OFFER,RETAILER,BRAND,RECEIPTS,CATEGORY_ID,PRODUCT_CATEGORY,IS_CHILD_CATEGORY_TO,combined_text,similarity_score
7341,,,mudshark brewery,37.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7342,,,old soul,37.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7343,,,wise men,37.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7344,,,villa conchi,37.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7345,,,tear of llorona,37.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7346,,,cigar city cider,37.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7347,,,mu,37.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7348,,,wbc,37.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7349,,,synthesis,37.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7350,,,bartrams,37.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7351,,,laytons chance,37.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7352,,,yellowstone and amans mikerphone,37.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7353,,,thomas hooker,37.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7354,,,pearl street brewery,37.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7355,,,winking owl,37.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7356,,,soplica,37.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7357,,,kodiak onthego cup,37.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
7358,,,michelinas,37.0,f72793bd-721f-4d0f-8086-3b211446dd4b,frozen meal,frozen,,0.0
7359,,,wycliff,37.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7360,,,wild tonic,37.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
7361,,,belle isle,37.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7362,,,old st john,37.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7363,,,chateau mondon bel air,37.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7364,,,bob,36.0,1e63bbb5-d0b8-4dca-9eb1-121967de8dc8,candy,snack,,0.0
7365,,,taste republic,36.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
7366,,,brink,36.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7367,,,eldorado,36.0,aecbba3a-7958-4b78-8a93-9215b963e9a7,water,beverage,,0.0
7368,,,kokanee,36.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7369,,,continental mill ghirardelli,36.0,09f3decc-aa93-460d-936c-0ddf06b055a3,cooking baking,pantry,,0.0
7370,,,quiet storm,36.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7371,,,ficks hard seltzer variety pack,36.0,d5cba6a8-9ac7-40dd-9692-f9e890a48ca4,hard seltzer soda water lemonade tea,alcohol,,0.0
7372,,,sawanotsuru,36.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7373,,,washington,36.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7374,,,fattoria di lvcignano,36.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7375,,,ommegang project cider,36.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7376,,,jones,36.0,b3028295-932d-49df-afbc-52dce9cce8c7,carbonated soft drink,beverage,,0.0
7377,,,redken,36.0,e9535290-dc96-45be-bd4a-6e687880a059,hair care,health wellness,,0.0
7378,,,bare bottle brew co,36.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7379,,,shtshow,36.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7380,,,kodiak,36.0,44fbc64b-4a38-4bc7-a80c-d11c821eb3e4,cereal granola toaster pastry,pantry,,0.0
7381,,,kodiak,30.0,d45c0d30-af85-4eda-b5ed-ae6a38bfeed3,medicine treatment,health wellness,,0.0
7382,,,harry blus,36.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7383,,,kalani,36.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7384,,,firestone walker,36.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7385,,,urban tree,36.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7386,,,bone,36.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7387,,,earth best organic,36.0,0f6c46e7-8a8c-422e-8005-7d178a688da5,fruit vegetable snack,snack,,0.0
7388,,,earth best organic,12.0,d45a8f68-34d2-4128-a807-7b4fcf119a17,egg,dairy,,0.0
7389,,,pisgah,36.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7390,,,smirnoff seltzer seasonal,36.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
7391,,,rhinelander,36.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7392,,,dish it out,36.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
7393,,,price,36.0,0619fda2-db1e-42c4-87ef-457ae91fca72,cheese,dairy,,0.0
7394,,,sensi,36.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7395,,,nectar creek nectarade,36.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7396,,,other t marzetti,36.0,e88983eb-6ae9-40e6-97a9-e77a2294c3fe,sauce marinade,pantry,,0.0
7397,,,ponysaurus brewing co,36.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7398,,,stolichnaya stoli lime,36.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7399,,,du bouchett,36.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7400,,,weed cellar,36.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7401,,,weed cellar,27.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7402,,,potter,36.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7403,,,sweetland orchard,36.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7404,,,goodlife brewing company,36.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7405,,,56 brewing,36.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7406,,,ozark distillery,36.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7407,,,kita,36.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7408,,,fairway,36.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
7409,,,iron smoke,36.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7410,,,st elmos,36.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7411,,,canonica a cerreto,36.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7412,,,wild basin,36.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
7413,,,newman own,36.0,7445be6b-29f8-4abb-a35f-8df1c8ad87c4,frozen pizza pizza snack,frozen,,0.0
7414,,,francis coppola present,36.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7415,,,emerge,36.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
7416,,,crepini,36.0,397f9b41-5196-4e19-96e1-e8783201b375,prepared meal,deli bakery,,0.0
7417,,,sebago variety pack,36.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7418,,,valdouro,36.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7419,,,santa ema,36.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7420,,,chateau haut bages liberal,36.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7421,,,truro,36.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7422,,,kinkaider brewing co,36.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7423,,,smuttynose brewing company,36.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7424,,,avery sparkle mix hard seltzer variety pack,36.0,d5cba6a8-9ac7-40dd-9692-f9e890a48ca4,hard seltzer soda water lemonade tea,alcohol,,0.0
7425,,,405 brewing,36.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7426,,,hello kitty,36.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7427,,,marble hard seltzer,36.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
7428,,,torre solarium,36.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7429,,,seol joong mae,36.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7430,,,ocucaje,36.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7431,,,the shinobu,36.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7432,,,loren crossing,36.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7433,,,island orchard,36.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7434,,,cancao,36.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7435,,,fabbioli cellar,36.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7436,,,old chub,35.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7437,,,twin oast brewing,35.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7438,,,lionshead,35.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7439,,,galveston bay,35.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7440,,,natty daddy,35.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7441,,,gold vibe,35.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
7442,,,gevalia coffee,35.0,01edb86e-b0b3-41c9-a756-2914b850157d,coffee,beverage,,0.0
7443,,,twelve 33 distillery,35.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7444,,,lodi zin,35.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7445,,,vive hard seltzer dragonfruit,35.0,0f6c46e7-8a8c-422e-8005-7d178a688da5,fruit vegetable snack,snack,,0.0
7446,,,consecration,35.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7447,,,amass,35.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7448,,,ranger creek,35.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7449,,,ranger creek,33.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7450,,,grolsch,35.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7451,,,thor spring,35.0,aecbba3a-7958-4b78-8a93-9215b963e9a7,water,beverage,,0.0
7452,,,palermo king cheese,35.0,7445be6b-29f8-4abb-a35f-8df1c8ad87c4,frozen pizza pizza snack,frozen,,0.0
7453,,,local,35.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7454,,,alexandr,35.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7455,,,81bay coffee porter,35.0,01edb86e-b0b3-41c9-a756-2914b850157d,coffee,beverage,,0.0
7456,,,meukow,35.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7457,,,hyde,35.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7458,,,3b mango gypsy,35.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7459,,,garzon,35.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7460,,,triptych brewing,35.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7461,,,who dat,35.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7462,,,steel bender,35.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7463,,,care,35.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7464,,,kosta browne,35.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7465,,,biutiful,35.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7466,,,stroika,35.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7467,,,cocchi,35.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7468,,,maison fau,35.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7469,,,imo pizza,35.0,7445be6b-29f8-4abb-a35f-8df1c8ad87c4,frozen pizza pizza snack,frozen,,0.0
7470,,,kweichow moutai,35.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7471,,,patron xo cafe,35.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7472,,,strev,35.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7473,,,summerland,35.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7474,,,ballad,35.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7475,,,lowenbrau,35.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
7476,,,lowenbrau,26.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7477,,,rudo,35.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7478,,,thingsfor your head,35.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7479,,,thingsfor your head,26.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
7480,,,mallow run,35.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7481,,,grappa artigiana cividina,35.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7482,,,will and wiley,35.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
7483,,,gizmo brew work,35.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7484,,,kekionga cider company,35.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7485,,,alpine beer company,35.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7486,,,instyle activessence,35.0,03577242-2690-4bad-916c-eb7d6c2e0ee2,deodorant antiperspirant,health wellness,,0.0
7487,,,hop and sting brewing co,35.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7488,,,san matias,35.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7489,,,barbel bomb,35.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7490,,,aqua 9,35.0,aecbba3a-7958-4b78-8a93-9215b963e9a7,water,beverage,,0.0
7491,,,buskey,34.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7492,,,cerveceria la tropical,34.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7493,,,orpheus brewing,34.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7494,,,the cosmopolitan,34.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7495,,,rough cut,34.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7496,,,philipsburg brewing co,34.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7497,,,new amsterdam wildcard,34.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7498,,,hi,34.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7499,,,shock top seasonal,34.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7500,,,virginia distillery co,34.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7501,,,miloslawski,34.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7502,,,tvarscki,34.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7503,,,avion silver,34.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7504,,,keg grove brewing co,34.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7505,,,batch 19,34.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7506,,,leap n lemonade,34.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7507,,,tupps brewery,34.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7508,,,taft street,34.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7509,,,togouchi,34.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7510,,,singha,34.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7511,,,barter and trade,34.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7512,,,babich,34.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7513,,,buckeye maumee bay brewing co,34.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7514,,,vine leaf,34.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7515,,,steelhead,34.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7516,,,valor,34.0,47fae368-9b64-40be-82c9-898f953e9d66,bath body,health wellness,,0.0
7517,,,south shore brewery,34.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7518,,,mad bean mocha iced coffee,34.0,01edb86e-b0b3-41c9-a756-2914b850157d,coffee,beverage,,0.0
7519,,,samichlaus,34.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7520,,,woodcock brother brewing company,34.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7521,,,yee haw brewing co,34.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7522,,,big wood cabin daze hazy ipa,34.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7523,,,ale 8 one,34.0,b3028295-932d-49df-afbc-52dce9cce8c7,carbonated soft drink,beverage,,0.0
7524,,,forest floor food,34.0,84011112-b553-402a-9950-998bf7affd63,drink mix,beverage,,0.0
7525,,,lo fi aperitif,34.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7526,,,rough rider,34.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7527,,,turning leaf,34.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7528,,,bh,34.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7529,,,lion,34.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7530,,,snapple,34.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7531,,,snapple,30.0,f78c4b56-a1a6-4972-a0b3-6514ad98fd27,tea,beverage,,0.0
7532,,,tremor california,34.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7533,,,st elmo steak house,34.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7534,,,urban farmer,34.0,7445be6b-29f8-4abb-a35f-8df1c8ad87c4,frozen pizza pizza snack,frozen,,0.0
7535,,,jero,34.0,84011112-b553-402a-9950-998bf7affd63,drink mix,beverage,,0.0
7536,,,nooku,33.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7537,,,big bos brewing co,33.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7538,,,embark craft ciderworks,33.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7539,,,tidal creek brewhouse,33.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7540,,,tempus two,33.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7541,,,cloroxpro,33.0,a55443a3-8852-4b1c-818b-10046614496c,household cleaning supply,household supply,,0.0
7542,,,upslope brewing company snowmelt,33.0,6b770f8d-09b5-4491-8bbb-31ee38645b20,malt beverage,alcohol,,0.0
7543,,,very olde st nick,33.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7544,,,old 502 winery,33.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7545,,,miller high life light,33.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7546,,,,33.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7547,,,galerna,33.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7548,,,anteel,33.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7549,,,sip margs,33.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7550,,,bosscal,33.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7551,,,device brewing co,33.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7552,,,gray,33.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7553,,,5x5 brewing co,33.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7554,,,tampa bay brewing company,33.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7555,,,druthers,33.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7556,,,folk machine,33.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7557,,,blue owl van dayum sour red ale,33.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7558,,,gryphus,33.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7559,,,skin,33.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7560,,,wyborowa,33.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7561,,,major peter,33.0,84011112-b553-402a-9950-998bf7affd63,drink mix,beverage,,0.0
7562,,,mason ale work,33.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7563,,,kittrich corporation,33.0,de2afc5c-93c3-4c35-bee8-16ca97d1c9f3,makeup,beauty,,0.0
7564,,,brachetto dacqui,33.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7565,,,hanover winery,33.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7566,,,edmunds oast brewing co and the co op,33.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7567,,,springbrook,33.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7568,,,barrow brewing company,33.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7569,,,pagosa,33.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7570,,,nutramigen,33.0,0d566b71-e49a-4b83-a340-25b921e8437f,baby bathing,baby toddler,,0.0
7571,,,lepayrie,33.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7572,,,colbitzer,33.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7573,,,lake louie brewing,33.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7574,,,ramos pinto,33.0,ca1c0f4d-3efc-4978-8357-69862996f416,wine,alcohol,,0.0
7575,,,oxbow brewing co,33.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7576,,,casino azul,33.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7577,,,first magnitude brewing co first magnitude brewing co,33.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7578,,,one barrel gentry dry hard cider,33.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7579,,,haig club,33.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7580,,,chido,33.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7581,,,still fire brewing,33.0,a3ef4899-2bd2-4cac-bb31-a46ef1169c8c,beer,alcohol,,0.0
7582,,,quarter horse,33.0,2def9983-9d56-4872-a5b9-7aa8bbc2331c,spirit,alcohol,,0.0
7583,,,swilled dog caramel apple hard cider,33.0,87459c51-6dc1-4064-9fb4-51e399187f2c,fruit juice,beverage,,0.0
7584,,,sun glade,33.0,e9535290-dc96-45be-bd4a-6e687880a059,hair care,health wellness,,0.0
